,absolute_magnitude,relative_velocity,miss_distance,hazardous,max_diameter,min_diameter,orbit_id,orbit_uncertainty,minimum_orbit_intersection,jupiter_tisserand_invariant,epoch_osculation,eccentricity,semi_major_axis,inclination,ascending_node_longitude,orbital_period,perihelion_distance,perihelion_argument,aphelion_distance,perihelion_time,mean_anomaly,mean_motion,equinox,orb_year,orb_month,orb_day,cap_year,cap_month,cap_day
2202,-1.0544824671188266,0.7264671350348296,-0.1968571248627368,0.0,0.4924415539892485,0.4924415541146231,50.0,-1.0740237465945617,1.7009495838480713,-1.1028728391328602,0.2917293151920961,0.448730066826168,0.8458292548769056,1.6992046130775047,-0.2499445239512037,0.745130296088493,0.6864765604065315,-0.8269435400153776,0.7545558831726454,0.0652247344241588,-0.8584201474219809,-1.02558330517037,0,2017.0,4.0,6.0,2007.0,8.0,8.0
1544,-0.6011760922765332,-0.2959178313581654,0.1858657150332016,0.0,0.0217512512918097,0.0217512512582987,33.0,-1.0740237465945617,0.0776190465513234,0.2667754596180202,0.2917293151920961,0.7850259907306155,-0.5078373217013179,0.0384629780829306,1.660193345966002,-0.5189859609554163,-1.101918830739565,1.2631987122520796,-0.270064763700592,0.1240426863276762,-0.4232930780406304,0.2500753967314651,0,2017.0,4.0,6.0,2004.0,3.0,22.0
668,-1.7170071688114086,1.333075246704568,1.332275100295028,1.0,1.9540993424760404,1.9540993424202957,91.0,-1.0740237465945617,-0.6748168471068033,2.641803892558376,0.2917293151920961,0.8360035806023721,-1.3773959569285457,1.1594668968142134,-0.167971050950766,-1.1525510770221543,-1.9908085532414976,0.1379878741857345,-0.9972040375219376,0.2817141484361139,1.6243282752977892,3.1085689747796947,0,2017.0,4.0,6.0,1999.0,3.0,15.0
1331,2.258141041344085,0.9028783148453932,0.5386703747255285,0.0,-0.5393161258971998,-0.5393161260024507,9.0,0.9216855945917036,-0.8950555213054089,-0.2472473948186279,0.2917293151920961,-0.0560454808463625,-0.0667160904314766,-0.2996878278749211,1.6798418058773152,-0.1407724936388403,0.1575049496877062,0.6002201842070716,-0.1156616466947577,0.2019089173582678,-1.2293869559442372,-0.348541663278086,0,2017.0,4.0,6.0,2003.0,2.0,15.0
549,0.7936127533920612,-0.7805535401261815,0.2067327533564877,0.0,-0.4614627320747605,-0.4614627319785134,11.0,0.9216855945917036,-0.7201530334308712,1.2721555938074962,0.2917293151920961,-0.9160332942324528,-0.9483296241938048,-1.0168055585490283,-0.9745585537417802,-0.8599527491216103,-0.4404723194418917,0.1740471525405889,-0.9333206627106168,0.2277983814479759,-1.1104687283835486,1.2521507289781697,0,2017.0,4.0,6.0,1998.0,8.0,8.0
2179,-0.3919577654262448,-0.3733322524789849,-0.9956105844174922,0.0,-0.1168788271194275,-0.1168788270671998,19.0,0.9216855945917036,0.3378564553507376,-0.622848346721943,0.2917293151920961,-0.3031590238760384,0.3163651747447674,0.5999907853951103,0.9823016196480564,0.2149565980787268,0.9354756658353236,1.1530909819953,0.1021840095723588,-0.0429994092088718,-0.0637111258044026,-0.6956994408911071,0,2017.0,4.0,6.0,2007.0,6.0,15.0
2979,-0.0432605540090962,2.07527331177746,0.5363726420401428,0.0,-0.2776308429239386,-0.2776308429896514,20.0,-1.0740237465945617,-0.1455698591382794,0.971836729246872,0.2917293151920961,0.9027270919853276,-0.8926450547871216,1.3534687594950463,-1.1229209439798435,-0.8190139229323206,-1.5628368319354928,-0.4117986297536405,-0.5739268536088898,0.3770411884707821,0.571692704943338,1.090826647541529,0,2017.0,4.0,6.0,2010.0,11.0,15.0
108,-1.2985705151108304,-1.4528839823323765,-0.1454411745088218,0.0,0.8899097686468044,0.8899097685778304,101.0,-1.0740237465945617,0.4036285942403368,-0.4601418998845153,0.2917293151920961,-0.5992033937886302,0.1900659342745257,-0.5602023582359504,-0.4918392417301968,0.094994721204258,1.0759712617288368,0.6371477191941959,-0.0749469740792421,0.0443161035961352,-0.4310366153555629,-0.5940111519535637,0,2017.0,4.0,6.0,1995.0,8.0,22.0
1521,0.2356972151246228,0.0108654106978975,-0.6146380954228406,0.0,-0.3623280035151989,-0.3623280033714994,22.0,-1.0740237465945617,-0.4314227490995194,0.2295391583517431,0.2917293151920961,-1.3106886474291253,-0.4535737828892777,1.1101152993791925,-0.2762849723908486,-0.4743699316297762,0.6943519527343678,-0.7218138322407222,-0.6864709431408617,0.2793565149645525,-1.7165498260754335,0.1602276330184576,0,2017.0,4.0,6.0,2004.0,2.0,22.0
2254,-0.0781302751508103,-0.2129251952559797,-0.8707255892263273,0.0,-0.2646780351332358,-0.2646780351546724,25.0,-1.0740237465945617,-0.1119740105425096,0.363104152024258,-2.897176992362936,-2.0467228623454354,-0.5298693130689951,1.0093824637273263,0.3724883174066248,-0.5369427943835458,1.1495851353086255,-1.695635953168376,-0.8917190711419549,-2.947394944770276,-0.869795149148326,0.2881835640725981,0,2017.0,4.0,6.0,2007.0,10.0,22.0
1595,1.839704387643507,-0.0285346591384982,0.890846732076394,0.0,-0.529610601674602,-0.5296106016188399,8.0,0.5890673710606594,-0.8962679422095161,0.8908882482332262,0.2917293151920961,-0.2542217356973646,-0.8005358738193417,-0.4439353260796001,1.3663420478393071,-0.7498854003052634,-0.6637545981268339,1.072307318595223,-0.7104261868215874,0.1453232344588277,-0.3277198755086364,0.849999188069053,0,2017.0,4.0,6.0,2004.0,6.0,15.0
1911,-1.9262254956616984,1.2245350883405155,0.7809510086729796,1.0,2.751832178760792,2.7518321787900177,117.0,-0.7414055230635174,-0.8824071255970636,1.835557021662468,0.2917293151920961,1.219129066841894,-1.1819561555657705,0.5968080377685001,0.2970889655494493,-1.024443754570046,-2.0143793086843917,-0.3384093729011782,-0.7745245764614771,0.3742953468660567,0.2819992637128945,2.0976644613784816,0,2017.0,4.0,6.0,2006.0,2.0,15.0
218,-0.705785255701678,-0.0809205418130994,-0.3296078598664435,0.0,0.1068243266696234,0.1068243266860512,18.0,-1.0740237465945617,0.4391394247981233,-0.3678606315289596,0.2917293151920961,-0.131090626330905,0.0426845804195151,0.0993291228607855,1.2639502031376144,-0.0416795581682079,0.3769996305481467,-1.6868103198986466,-0.0527384812354251,0.3084339568092619,1.4862752072714531,-0.460219185030193,0,2017.0,5.0,15.0,1996.0,6.0,8.0
2588,1.0028310802423497,-0.3556030149956831,-1.1381867663807212,0.0,-0.4834341188810316,-0.4834341188651761,15.0,0.2564491475296152,-0.7461469176531524,-1.2477706201472851,0.2917293151920961,0.8444756430706981,1.3479511610417965,-1.1381296665022764,0.5817379964349626,1.286339767237695,0.6527815600589113,0.6475190032461506,1.3195357611825351,0.3687141372124583,1.362787122255902,-1.241491870689574,0,2017.0,4.0,6.0,2009.0,3.0,8.0
665,1.6304860607932172,0.1326680638813876,1.0422816126313943,0.0,-0.522335191722849,-0.5223351916703604,4.0,0.2564491475296152,-0.8743811529387813,1.1418285393755274,0.2917293151920961,-0.2166147292151742,-0.9096033712118988,-0.3866493420365812,0.490902937061442,-0.8315502803505231,-0.8394181984589055,1.184018264338346,-0.7846074718232774,0.3642698661678143,0.7006727954631803,1.1386106066296071,0,2017.0,4.0,6.0,1999.0,3.0,8.0
1713,1.5607466185097878,-0.1508495331788095,-0.7691200180737231,0.0,-0.5194277632406208,-0.519427763195219,3.0,1.254303818122748,-0.816057101802422,1.1272578127930706,0.2917293151920961,-0.561090336814122,-0.8947237627850952,-1.079233134283958,-1.0965731702806605,-0.820553819638829,-0.5895462698323722,0.352796238805879,-0.8344135608284401,0.2137932657485509,-0.9812700162448283,1.096622713208091,0,2017.0,4.0,6.0,2005.0,2.0,22.0
2626,-0.0781302751508103,-0.6303914272512168,-0.6704223542480487,1.0,-0.2646780351332358,-0.2646780351546724,19.0,-1.0740237465945617,-0.7498401752692179,-0.5410903808981611,0.2917293151920961,0.4746520174033371,0.2145624406884482,-1.1584792440346343,0.902912191649982,0.1180593399875421,-0.0483567649147263,-1.6592132073915609,0.2504305443580182,0.5336467584332495,0.2833381261972519,-0.6146048094727856,0,2017.0,4.0,6.0,2009.0,5.0,15.0
86,-1.1590916305439716,2.3935262904942065,-0.2093222545996404,0.0,0.6472491023909308,0.6472491023137847,34.0,-1.0740237465945617,1.5244781450182456,0.1218776786035947,0.2917293151920961,2.273046444952852,-0.5882006657526381,2.7149331961670624,1.0053366899794676,-0.5840393667684937,-2.343909474278004,-0.2249001787990175,-0.0295949711448792,0.259999390065095,-1.5454657073893914,0.3939624809482853,0,2017.0,6.0,21.0,1995.0,7.0,8.0
